Title	URL	Author	Page views	Creation date	Status
Dog isn't happy that favorite pet store is closed, refuses to leave	https://assets.msn.com/labs/mind/BBWDlpP.html	animals	205.99999999999997	Nov 2019	animals
Report: Heat guard Dion Waiters suffers panic attack after consuming THC edible	https://assets.msn.com/labs/mind/BBWygDu.html	basketball_nba	90.0	Nov 2019	basketball_nba
As hunters decline, group want millennials in the blinds	https://assets.msn.com/labs/mind/BBWygFU.html	more_sports	3.0	Nov 2019	more_sports
See Mercury glide across the sun in rare sky show	https://assets.msn.com/labs/mind/BBWsVsW.html	newsscienceandtechnology	27.000000000000004	Nov 2019	newsscienceandtechnology
Watch Browns' Odell Beckham Jr., Baker Mayfield and Kareem Hunt arrive for the Bills game	https://assets.msn.com/labs/mind/BBWygMA.html	football_nfl	23.0	Nov 2019	football_nfl
Buccaneers vs Cardinals - Full week ten inactives	https://assets.msn.com/labs/mind/BBWygMi.html	more_sports	6.0	Nov 2019	more_sports
Meet the witnesses: Diplomats start off impeachment hearings	https://assets.msn.com/labs/mind/BBWDm7D.html	newsworld	3.0	Nov 2019	newsworld
Sex Traffickers Using Social Media To Target Children	https://assets.msn.com/labs/mind/BBWDmE7.html	newsus	24.0	Nov 2019	newsus
Garfield over Rahway - Football - NJSIAA N1G3 1st round	https://assets.msn.com/labs/mind/BBWygNl.html	newsus	4.0	Nov 2019	newsus
Man climbs onto traffic light in busy Manhattan itersection	https://assets.msn.com/labs/mind/BBWsW8X.html	newsus	17.0	Nov 2019	newsus
Noah Centineo Says Girlfriend Alexis Ren Is the 'Angel' in His Life at 'Charlie's Angels' Premiere	https://assets.msn.com/labs/mind/BBWDmOn.html	tv-celebrity	1452.0	Nov 2019	tv-celebrity
Leonard leads Clippers past Raptors in 1st game vs old team	https://assets.msn.com/labs/mind/BBWDmcM.html	basketball_nba	75.0	Nov 2019	basketball_nba
'Don't buy that' this week's governor's races are 'reason for Trump to panic': Nate Silver	https://assets.msn.com/labs/mind/BBWygTW.html	newspolitics	162.0	Nov 2019	newspolitics
Anthony Robles goes for record for most pull-ups in 1 minute with 40-pound pack	https://assets.msn.com/labs/mind/BBWygUT.html	more_sports	32.0	Nov 2019	more_sports
Small fire extinguished at Tex-Mex favorite near West Campus	https://assets.msn.com/labs/mind/BBWygUr.html	weathertopstories	3.0	Nov 2019	weathertopstories
Clark County Common Pleas Court cases	https://assets.msn.com/labs/mind/BBWygV7.html	tvnews	3.0	Nov 2019	tvnews
'Frustrated' foodtown Mart owner says he'll have to close due to smell coming from nearby plant	https://assets.msn.com/labs/mind/BBWDn1H.html	autosnews	7.0	Nov 2019	autosnews
Redskins bye week stress-free Sunday open thread	https://assets.msn.com/labs/mind/BBWygWJ.html	football_nfl	8.0	Nov 2019	football_nfl
Nikki Haley: I was asked by Cabinet members to take sides against the president	https://assets.msn.com/labs/mind/BBWygdy.html	newspolitics	4059.0	Nov 2019	newspolitics
Travis Scott fans lined up 24 hours before his store opens	https://assets.msn.com/labs/mind/BBWDn9D.html	lifestylebuzz	55.00000000000001	Nov 2019	lifestylebuzz
So about Greg Papa calling games...	https://assets.msn.com/labs/mind/BBWygeJ.html	football_nfl	14.0	Nov 2019	football_nfl
Heartbreak for 49ers K Chase McLaughlin, who shanks chance to cement hero status	https://assets.msn.com/labs/mind/BBWDnAE.html	football_nfl	331.0	Nov 2019	football_nfl
How the Chief Justice is preparing to preside over impeachment	https://assets.msn.com/labs/mind/BBWygeV.html	news	3.0	Nov 2019	news
Rekindled defensive rivalry between Seahawks-49ers offers flashback to previous era	https://assets.msn.com/labs/mind/BBWDnDG.html	football_nfl	64.0	Nov 2019	football_nfl
Women Accused Of Stealing LI Clothing Store Owner's Wallet	https://assets.msn.com/labs/mind/BBWygie.html	newstrends	33.0	Nov 2019	newstrends
19 First Alert Weather Day: Lake effect snow squalls continue through tonight	https://assets.msn.com/labs/mind/BBWDnQ5.html	weathertopstories	15.0	Nov 2019	weathertopstories
Watch Mercury make rare transit between Earth and the sun	https://assets.msn.com/labs/mind/BBWDng7.html	newsus	20.0	Nov 2019	newsus
Djokovic thrashes Berrettini, Thiem stuns Federer	https://assets.msn.com/labs/mind/BBWygnS.html	tennis	9.0	Nov 2019	tennis
Russell Wilson, Richard Sherman swap jerseys despite supposed rift	https://assets.msn.com/labs/mind/BBWDngX.html	football_nfl	3.0	Nov 2019	football_nfl
Ken Fisher has a side bet on a risky corner of Wall Street	https://assets.msn.com/labs/mind/BBWsWnY.html	markets	108.0	Nov 2019	markets
On Republicans defending the president: He is 'closely watching'	https://assets.msn.com/labs/mind/BBWygxK.html	newsus	29.0	Nov 2019	newsus
Firefighters who saved house leave milk 'apology'	https://assets.msn.com/labs/mind/BBWDnz7.html	newsworld	1497.0	Nov 2019	newsworld
Sacramento homeowner thrown from couch as SUV crashes into home	https://assets.msn.com/labs/mind/BBWDoEU.html	newsoffbeat	8.0	Nov 2019	newsoffbeat
Authorities: 2 dead in wrong-way crash on Interstate 65	https://assets.msn.com/labs/mind/BBWyh4E.html	newsworld	28.0	Nov 2019	newsworld
'Too late to leave': Bushfires threaten Australia	https://assets.msn.com/labs/mind/BBWDoGX.html	news	6.0	Nov 2019	news
Columbus captain Nick Foligno faces player safety hearing for hit on Avs forward	https://assets.msn.com/labs/mind/BBWyh56.html	icehockey_nhl	76.0	Nov 2019	icehockey_nhl
'We're supposed to be 9-0' Fans react to nail-biting Monday Night Football game between 49ers and Seahawks	https://assets.msn.com/labs/mind/BBWDoKm.html	football_nfl	4.0	Nov 2019	football_nfl
Labor unrest again lurks just below the surface as baseball's Hot Stove heats up	https://assets.msn.com/labs/mind/BBWyh96.html	baseball_mlb	755.0	Nov 2019	baseball_mlb
Listen to John Legend and Kelly Clarkson's updated version of 'Baby, It's Cold Outside'	https://assets.msn.com/labs/mind/BBWsX5K.html	musicnews	191.00000000000003	Nov 2019	musicnews
Car side-swipes semi on I-675, causing fuel spill	https://assets.msn.com/labs/mind/BBWDpTa.html	autosnews	8.0	Nov 2019	autosnews
Impeachment hearings are Democrats' last, best chance to show how Trump endangers America	https://assets.msn.com/labs/mind/BBWDpa1.html	newsopinion	384.0	Nov 2019	newsopinion
California To Fund $900 Million In Affordable Housing, Transit	https://assets.msn.com/labs/mind/BBWyhDO.html	finance-real-estate	5.0	Nov 2019	finance-real-estate
Seattle tunnel tolling impacts could be widely felt on Tuesday	https://assets.msn.com/labs/mind/BBWDpv6.html	autosnews	92.0	Nov 2019	autosnews
How to Sell a House in Southern California: Make a Movie	https://assets.msn.com/labs/mind/BBWDq8f.html	finance-real-estate	2711.0000000000005	Nov 2019	finance-real-estate
LSU is new No. 1 in Amway Coaches Poll after Alabama victory, while Minnesota joins top 10	https://assets.msn.com/labs/mind/BBWyhEm.html	more_sports	62.99999999999999	Nov 2019	more_sports
Brighton sophomore wins two events in KLAA swim meet	https://assets.msn.com/labs/mind/BBWyhHG.html	golf	10.0	Nov 2019	golf
Purple Heart Found In Abandoned Storage Locker Returned To Family	https://assets.msn.com/labs/mind/BBWDqjc.html	newsus	6.0	Nov 2019	newsus
Memphis working out details to host Thanksgiving dinner for 1,000	https://assets.msn.com/labs/mind/BBWyhKI.html	travelarticle	14.0	Nov 2019	travelarticle
Miami Valley Hospital South in Centerville to become trauma center	https://assets.msn.com/labs/mind/BBWDqnN.html	medical	5.0	Nov 2019	medical
THP: Driver in Fayette County crash that killed 3 kids had alcohol in system	https://assets.msn.com/labs/mind/BBWyhKL.html	newsus	18.0	Nov 2019	newsus
Nissan slashes full-year forecast as first-half profit falls	https://assets.msn.com/labs/mind/BBWDrDw.html	finance-companies	45.0	Nov 2019	finance-companies
Piedmont-Triad communities, businesses to honor Veterans Day with parades, festivals, deals	https://assets.msn.com/labs/mind/BBWsXeF.html	travelnews	6.0	Nov 2019	travelnews
Michigan hunters use saw to free entangled bucks	https://assets.msn.com/labs/mind/BBWyhLT.html	newsoffbeat	12.0	Nov 2019	newsoffbeat
Lamar Odom is Engaged to Girlfriend Sabrina Parr -- See Her Stunning Ring!	https://assets.msn.com/labs/mind/BBWDrdk.html	tvvideos	4076.0	Nov 2019	tvvideos
Whodunit in the Library: Someone Keeps Hiding the Anti-Trump Books	https://assets.msn.com/labs/mind/BBWyhNb.html	newsus	3468.0	Nov 2019	newsus
Donald Trump Jr. says 'View' hosts 'tried to smear me': 'They were totally triggered'	https://assets.msn.com/labs/mind/BBWyhNc.html	newspolitics	2759.0	Nov 2019	newspolitics
Patek Philippe watch sells for record $31 million at auction	https://assets.msn.com/labs/mind/BBWDru3.html	newsworld	914.0	Nov 2019	newsworld
It's the end of an era as Rocky Randels is defeated after 31 years on Cape Canaveral City Council	https://assets.msn.com/labs/mind/BBWsXwh.html	newspolitics	9.0	Nov 2019	newspolitics
With Chad Morris firing, it's on Arkansas to answer Gus Malzahn question once and for all	https://assets.msn.com/labs/mind/BBWyhQI.html	football_ncaa	963.0000000000001	Nov 2019	football_ncaa
2 arrested in north Sacramento after chase	https://assets.msn.com/labs/mind/BBWDs34.html	newsus	4.0	Nov 2019	newsus
Many British Jews Are Uneasy About Labour's Jeremy Corbyn Winning Power	https://assets.msn.com/labs/mind/BBWDsAw.html	newsworld	133.0	Nov 2019	newsworld
McBride back with Notre Dame in player development role	https://assets.msn.com/labs/mind/BBWDsEV.html	basketball_ncaa	3.0	Nov 2019	basketball_ncaa
Obituary: Dr. Lloyd Hamilton, who ran Nyack clinic for the poor and uninsured, dies at 91	https://assets.msn.com/labs/mind/BBWyhZb.html	medical	8.0	Nov 2019	medical
Preview: Denver Nuggets look to take down Atlanta Hawks	https://assets.msn.com/labs/mind/BBWDsJz.html	more_sports	19.0	Nov 2019	more_sports
Why Benjamin Mendy's Missed Manchester City's Clash With Liverpool	https://assets.msn.com/labs/mind/BBWyheC.html	soccer	14.0	Nov 2019	soccer
Southeastern Pennsylvania Football Rankings: Haverford High, Imhotep Charter jump into Top 10	https://assets.msn.com/labs/mind/BBWyhgD.html	football_ncaa	24.999999999999996	Nov 2019	football_ncaa
Ravens vs. Bengals: Open Thread	https://assets.msn.com/labs/mind/BBWyhgj.html	football_nfl	3.0	Nov 2019	football_nfl
Hernandez: Clippers' Kawhi Leonard, as usual, remains all business, even against the Raptors	https://assets.msn.com/labs/mind/BBWDtUZ.html	basketball_nba	1538.0	Nov 2019	basketball_nba
New efforts to make dangerous Oakland intersections safer	https://assets.msn.com/labs/mind/BBWDtoG.html	more_sports	11.0	Nov 2019	more_sports
Best Wi-Fi extenders	https://assets.msn.com/labs/mind/BBWyhhz.html	autosnews	57.99999999999999	Nov 2019	autosnews
Trump, Macron to meet after French president criticized NATO	https://assets.msn.com/labs/mind/BBWDtwe.html	newsworld	2705.0	Nov 2019	newsworld
The Curious Pasta Dish I Found on My Solo Trip to Italy	https://assets.msn.com/labs/mind/BBWsYNm.html	voices	69.0	Nov 2019	voices
Boil-water advisory for parts of Virginia county, DC lifted	https://assets.msn.com/labs/mind/BBWyhmB.html	weathertopstories	32.0	Nov 2019	weathertopstories
Firefighters extinguish 34-acre fire in the Hills above Warner Bros. Studio	https://assets.msn.com/labs/mind/BBWyht8.html	weathertopstories	89.0	Nov 2019	weathertopstories
Warren's wealth tax could drive billionaires to funds she hates	https://assets.msn.com/labs/mind/BBWsYSF.html	markets	1464.0	Nov 2019	markets
Anthony Rapp Engaged to Ken Ithiphol: See the Pic!	https://assets.msn.com/labs/mind/BBWyhuW.html	tv-celebrity	38.0	Nov 2019	tv-celebrity
Ex-billionaire dragged to court for unpaid $680 million loan	https://assets.msn.com/labs/mind/BBWsYX9.html	finance-companies	70.0	Nov 2019	finance-companies
Veterans Day 2019: Deals, Freebies For Military In NoVA, DC	https://assets.msn.com/labs/mind/BBWyhyq.html	newstrends	5.0	Nov 2019	newstrends
1-on-1 with Rep. Mac Thornberry	https://assets.msn.com/labs/mind/BBWyi4g.html	newspolitics	20.0	Nov 2019	newspolitics
Waiting for the BIG cool-down!	https://assets.msn.com/labs/mind/BBWyi72.html	weathertopstories	4.0	Nov 2019	weathertopstories
11 Fine-Dining Etiquette Rules You've Probably Broken Your Whole Life	https://assets.msn.com/labs/mind/BBWsYmS.html	videos	4591.0	Nov 2019	videos
Matthew Stafford has reportedly been playing through back injury since last season	https://assets.msn.com/labs/mind/BBWyiA1.html	football_nfl	15.0	Nov 2019	football_nfl
Sea cadet program gives students experience for school, careers	https://assets.msn.com/labs/mind/BBWyiAJ.html	newsus	8.0	Nov 2019	newsus
Police search for missing Kentucky 15-year-old	https://assets.msn.com/labs/mind/BBWyiAb.html	newscrime	13.0	Nov 2019	newscrime
Kristaps Porzingis regrets how he ended with the Knicks	https://assets.msn.com/labs/mind/BBWyiEE.html	basketball_nba	233.0	Nov 2019	basketball_nba
Missing hiker found dead atop glacier on mountain	https://assets.msn.com/labs/mind/BBWyiER.html	weathertopstories	12.0	Nov 2019	weathertopstories
Top US general says 500-600 American troops to stay in Syria	https://assets.msn.com/labs/mind/BBWyiGr.html	newsworld	2843.0	Nov 2019	newsworld
In Business: PleasureLand RV Center wins 2 industry awards	https://assets.msn.com/labs/mind/BBWyiOi.html	newstrends	16.0	Nov 2019	newstrends
Lawmakers spar over impeachment witnesses as probe enters public phase	https://assets.msn.com/labs/mind/BBWyiOt.html	newspolitics	1112.0	Nov 2019	newspolitics
DACA heads to the Supreme Court	https://assets.msn.com/labs/mind/BBWyiQv.html	news	7.0	Nov 2019	news
Massive fire destroys several units at north Harris County apartment complex	https://assets.msn.com/labs/mind/BBWyiRF.html	newsus	40.0	Nov 2019	newsus
SEMA 2019 Photo Highlights From Las Vegas	https://assets.msn.com/labs/mind/BBWsZrD.html	autossema	6184.0	Nov 2019	autossema
Report: Antonio Brown not expected to play again this season	https://assets.msn.com/labs/mind/BBWyiTO.html	football_nfl	297.99999999999994	Nov 2019	football_nfl
4 ways to get ready for tax season	https://assets.msn.com/labs/mind/BBWsZss.html	finance-taxes	101.0	Nov 2019	finance-taxes
Three teenagers injured in Southwest Austin crash	https://assets.msn.com/labs/mind/BBWyiZZ.html	newsus	23.0	Nov 2019	newsus
Plane went down into marsh near Northeast Regional Airport in St. Augustine, SJSO says	https://assets.msn.com/labs/mind/BBWyia7.html	travelnews	7.0	Nov 2019	travelnews
Wittenberg's Campus Cupboard helps fight student food insecurity	https://assets.msn.com/labs/mind/BBWyiem.html	newstrends	3.0	Nov 2019	newstrends
How to watch Louisville vs. Youngstown State on TV	https://assets.msn.com/labs/mind/BBWyijS.html	more_sports	6.0	Nov 2019	more_sports
Pilot, passenger identified in St. Johns County plane crash	https://assets.msn.com/labs/mind/BBWyimW.html	travelnews	42.0	Nov 2019	travelnews
Milwaukee Brewers sign Alexander Palma, Luis Castro to minor league contracts	https://assets.msn.com/labs/mind/BBWyimo.html	baseball_mlb	6.0	Nov 2019	baseball_mlb
Texas Republican reiterates call to protect Ukraine whistleblower's identity	https://assets.msn.com/labs/mind/BBWyiod.html	newspolitics	1358.0	Nov 2019	newspolitics
Portsmouth woman takes on daunting seas, collecting microplastics along the way	https://assets.msn.com/labs/mind/BBWyiyo.html	weathertopstories	28.999999999999996	Nov 2019	weathertopstories
Community invited to weigh in on school-to-prison pipeline in Prince George's	https://assets.msn.com/labs/mind/BBWyj4d.html	newsus	21.0	Nov 2019	newsus
Bolivian President Evo Morales is resigning	https://assets.msn.com/labs/mind/BBWyj8w.html	newsus	747.0	Nov 2019	newsus
Cold front could plunge Houston area into wintry weather	https://assets.msn.com/labs/mind/BBWyj9D.html	weathertopstories	18.0	Nov 2019	weathertopstories
More snow, bitter cold expected Sunday into Monday, warming centers to open	https://assets.msn.com/labs/mind/BBWyjA6.html	weathertopstories	19.0	Nov 2019	weathertopstories
Ian Rapoport: Dallas Cowboys likely to franchise tag quarterback Dak Prescott	https://assets.msn.com/labs/mind/BBWyjCw.html	football_nfl_videos	530.0	Nov 2019	football_nfl_videos
California To Fund $900 Million In Affordable Housing, Transit	https://assets.msn.com/labs/mind/BBWyjJL.html	finance-real-estate	3.0	Nov 2019	finance-real-estate
Porsche launches into second story of New Jersey building, killing 2	https://assets.msn.com/labs/mind/BBWyjM9.html	newsus	48878.00000000001	Nov 2019	newsus
LSU is new No. 1 in Amway Coaches Poll after Alabama victory, while Minnesota joins top 10	https://assets.msn.com/labs/mind/BBWyjOx.html	football_ncaa	610.0	Nov 2019	football_ncaa
Sharks score first four goals, then hold off Wild	https://assets.msn.com/labs/mind/BBWsbmP.html	icehockey_nhl	79.0	Nov 2019	icehockey_nhl
Sen. Graham: Impeachment 'dead on arrival' in Senate if Dems keep whistleblower from testifying	https://assets.msn.com/labs/mind/BBWyjSP.html	newspolitics	188.0	Nov 2019	newspolitics
